# Official SEC N-PORT invstOrSec extract for SPSK accession 0002000324-26-003239 as-of 2026-05-31
# columns: name lei title cusip isin maturityDt pctVal valUSD curCd issuerCat assetCat invCountry
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RAK2	US71567RAK23	2028-03-01	0.9719362717466792	5159275	USD	CORP	DBT	ID
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RAM8	US71567RAM88	2029-02-20	0.6995382871822841	3713320	USD	CORP	DBT	US
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RAP1	US71567RAP10	2030-06-23	0.5067118125958842	2689750	USD	CORP	DBT	ID
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RAQ9	US71567RAQ92	2050-06-23	0.2918145746194681	1549023	USD	CORP	DBT	ID
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RAS5	US71567RAS58	2031-06-09	0.488342536845466	2592241.4	USD	CORP	DBT	US
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RAT3	US71567RAT32	2051-06-09	0.2713422456283583	1440350.88	USD	CORP	DBT	US
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RAU0	US71567RAU05	2027-06-06	0.9715954113870335	5157465.63	USD	CORP	DBT	US
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RAV8	US71567RAV87	2032-06-06	0.8423823054277332	4471570.92	USD	CORP	DBT	US
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RAX4	US71567RAX44	2028-11-15	0.5622516000109795	2984568.75	USD	CORP	DBT	US
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RAY2	US71567RAY27	2033-11-15	0.5842574643511066	3101381.25	USD	CORP	DBT	US
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RBD7	US71567RBD70	2030-07-23	0.6194574524749384	3288231.38	USD	CORP	DBT	ID
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RBE5	US71567RBE53	2035-07-23	0.616686008723287	3273519.88	USD	CORP	DBT	ID
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RBG0	US71567RBG02	2030-12-01	0.6092762666113709	3234187.16	USD	CORP	DBT	US
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	71567RBH8	US71567RBH84	2035-12-01	0.48584424368129436	2578979.85	USD	CORP	DBT	US
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	N/A	USY68613AA90	2029-07-02	0.44152076407880797	2343700	USD	CORP	DBT	ID
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	N/A	USY68613AB73	2034-07-02	0.5469934942868647	2903575	USD	CORP	DBT	ID
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	N/A	USY68613AC56	2054-07-02	0.3259716981209625	1730337.35	USD	CORP	DBT	ID
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	N/A	USY68613AD30	2030-05-25	0.6374363015695822	3383667.5	USD	CORP	DBT	ID
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	N/A	USY68613AE13	2034-11-25	0.4873824849178769	2587145.21	USD	CORP	DBT	ID
Perusahaan Penerbit SBSN Indonesia III	N/A	Perusahaan Penerbit SBSN Indonesia III	N/A	USY68613AF87	2054-11-25	0.4050556532802173	2150134.29	USD	CORP	DBT	ID
QIB Sukuk Ltd	N/A	QIB Sukuk Ltd	N/A	XS2723536970	2028-11-22	0.48135917301394204	2555172	USD	CORP	DBT	KY
QIB Sukuk Ltd	N/A	QIB Sukuk Ltd	N/A	XS2900444139	2029-09-17	0.41077198420079714	2180477.97	USD	CORP	DBT	KY
QIB Sukuk Ltd	N/A	QIB Sukuk Ltd	N/A	XS3089771029	2030-06-12	0.5043904404584552	2677427.59	USD	CORP	DBT	KY
QIB Sukuk Ltd	N/A	QIB Sukuk Ltd	N/A	XS3307305287	2031-03-05	0.40688122116670083	2159824.85	USD	CORP	DBT	KY
QIIB Senior Oryx Ltd	N/A	QIIB Senior Oryx Ltd	N/A	XS2747076664	2029-01-24	0.420367592248153	2231413.8	USD	CORP	DBT	KY
QIIB Senior Oryx Ltd	N/A	QIIB Senior Oryx Ltd	N/A	XS3212439916	2030-11-13	0.28645786355748293	1520588.27	USD	CORP	DBT	KY
RAK Capital	N/A	RAK Capital	N/A	XS3016636683	2035-03-12	0.5683142601429271	3016750.83	USD	CORP	DBT	KY
ROP Sukuk Trust	N/A	ROP Sukuk Trust	N/A	USY7329CAA37	2029-06-06	0.553149013750224	2936250	USD	CORP	DBT	PH
SA Global Sukuk Ltd	N/A	SA Global Sukuk Ltd	G7777XAB2	XS2352862119	2031-06-17	1.4938949490614333	7929959.08	USD	CORP	DBT	KY
SA Global Sukuk Ltd	N/A	SA Global Sukuk Ltd	N/A	XS2908722783	2029-10-02	0.840904477765342	4463726.25	USD	CORP	DBT	KY
SA Global Sukuk Ltd	N/A	SA Global Sukuk Ltd	N/A	XS2908723328	2034-10-02	0.8226540812498792	4366848.69	USD	CORP	DBT	KY
SA Global Sukuk Ltd	N/A	SA Global Sukuk Ltd	N/A	XS3182415979	2030-09-17	0.8001604322598336	4247446.91	USD	CORP	DBT	KY
SA Global Sukuk Ltd	N/A	SA Global Sukuk Ltd	N/A	XS3182417249	2035-09-17	0.8224852796688555	4365952.65	USD	CORP	DBT	KY
Saudi Electricity Global Sukuk Co 2	N/A	Saudi Electricity Global Sukuk Co 2	G781A6AB9	XS0911024635	2043-04-08	0.5105366442236519	2710053.14	USD	CORP	DBT	KY
Saudi Electricity Global Sukuk Co 3	N/A	Saudi Electricity Global Sukuk Co 3	G781A6AD5	XS1054250318	2044-04-08	0.49923820190665624	2650078.25	USD	CORP	DBT	SA
Saudi Electricity Global Sukuk Co 4	N/A	Saudi Electricity Global Sukuk Co 4	G7778UAC5	XS1877838877	2028-09-27	0.6541387964035328	3472328.42	USD	CORP	DBT	KY
Saudi Electricity Global Sukuk Co 5	N/A	Saudi Electricity Global Sukuk Co 5	G77791AA2	XS2203996306	2030-09-17	0.34163620941931766	1813488.4	USD	CORP	DBT	KY
Saudi Electricity Sukuk Programme Co	N/A	Saudi Electricity Sukuk Programme Co	N/A	XS2608256827	2033-04-11	0.6629285617083744	3518986.64	USD	CORP	DBT	KY
Saudi Electricity Sukuk Programme Co	N/A	Saudi Electricity Sukuk Programme Co	N/A	XS2608638602	2053-04-11	0.8270754246295783	4390318.26	USD	CORP	DBT	GB
Saudi Electricity Sukuk Programme Co	N/A	Saudi Electricity Sukuk Programme Co	N/A	XS2763630774	2029-02-13	0.44074519123277	2339583.07	USD	CORP	DBT	KY
Saudi Electricity Sukuk Programme Co	N/A	Saudi Electricity Sukuk Programme Co	N/A	XS2763630857	2034-02-13	0.7931715166866542	4210348.04	USD	CORP	DBT	KY
Saudi Electricity Sukuk Programme Co	N/A	Saudi Electricity Sukuk Programme Co	N/A	XS2993845945	2030-02-18	0.8600900460414309	4565567.93	USD	CORP	DBT	KY
Saudi Electricity Sukuk Programme Co	N/A	Saudi Electricity Sukuk Programme Co	N/A	XS2993847131	2035-02-18	0.7280690944628156	3864768.49	USD	CORP	DBT	KY
Saudi Electricity Sukuk Programme Co	N/A	Saudi Electricity Sukuk Programme Co	N/A	XS3276952234	2029-01-22	0.2803847705971382	1488350.81	USD	CORP	DBT	KY
Saudi Electricity Sukuk Programme Co	N/A	Saudi Electricity Sukuk Programme Co	N/A	XS3276952317	2032-01-22	0.3767494739506489	1999878.18	USD	CORP	DBT	KY
Saudi Electricity Sukuk Programme Co	N/A	Saudi Electricity Sukuk Programme Co	N/A	XS3276952408	2036-01-22	0.6707289716104156	3560393.12	USD	CORP	DBT	KY
Sharjah Sukuk Program Ltd	N/A	Sharjah Sukuk Program Ltd	G8110JAA9	XS1791326991	2028-03-14	0.6508661021555593	3454956.16	USD	CORP	DBT	KY
Sharjah Sukuk Program Ltd	N/A	Sharjah Sukuk Program Ltd	G8110JAF8	XS2067187810	2029-10-23	0.5121136798327849	2718424.43	USD	CORP	DBT	KY
Sharjah Sukuk Program Ltd	N/A	Sharjah Sukuk Program Ltd	G8110JAJ0	XS2141599022	2035-03-19	0.16892678061602345	896704.59	USD	CORP	DBT	KY
Sharjah Sukuk Program Ltd	N/A	Sharjah Sukuk Program Ltd	G8110JAL5	XS2182820329	2027-06-10	0.5313664435866821	2820622.8	USD	CORP	DBT	KY
Sharjah Sukuk Program Ltd	N/A	Sharjah Sukuk Program Ltd	G8110JAU5	XS2358712896	2031-07-13	0.3893549228488238	2066790.98	USD	CORP	DBT	KY
Sharjah Sukuk Program Ltd	N/A	Sharjah Sukuk Program Ltd	G8110JAY7	XS2457678469	2030-04-04	0.39642102590447353	2104299.58	USD	CORP	DBT	KY
Sharjah Sukuk Program Ltd	N/A	Sharjah Sukuk Program Ltd	N/A	XS2680379695	2034-03-19	0.5105611381988814	2710183.16	USD	CORP	DBT	DE
Sharjah Sukuk Program Ltd	N/A	Sharjah Sukuk Program Ltd	N/A	XS2914525154	2035-04-17	0.5742949666212511	3048497.88	USD	CORP	DBT	KY
Sharjah Sukuk Program Ltd	N/A	Sharjah Sukuk Program Ltd	N/A	XS3233459968	2036-05-25	0.3906677580993894	2073759.83	USD	CORP	DBT	KY
SIB Sukuk Co III Ltd	N/A	SIB Sukuk Co III Ltd	N/A	XS2801337283	2029-07-03	0.27578232590066126	1463919.91	USD	CORP	DBT	KY
SIB Sukuk Co III Ltd	N/A	SIB Sukuk Co III Ltd	N/A	XS3005539153	2030-02-26	0.265163671460426	1407553.5	USD	CORP	DBT	KY
